"player","date","time","id","item","itemID","itemString","response","votes","playerClass","instance","boss","difficultyID","mapID","groupSize","gear1","gear2","responseID","isAwardReason","note","owner","typeCode","tierToken"
"Culebra-Sanguino","2026/03/26","22:42:00","1774561361-7","Coraza vinculada al sol","249309","item:249309::::::::90:252::151:5:6652:13577:13333:12788:11215:1:28:3608:::::","Loot Personal - no comerciable","0","DEATHKNIGHT","Aguja del Vacío-Heroica","Corona del cosmos","15","2912","29","","","PL","false","","Culebra-Sanguino","",""
"Culebra-Sanguino","2026/04/01","22:39:00","1775075957-18","Grebas de Sangreluz","249311","item:249311::::::::90:73::5:4:41:13577:13334:12795:1:28:3606:::::","Catalyst","1","DEATHKNIGHT","Aguja del Vacío-Heroica","Vanguardia Cegada por la Luz","15","2912","23","Musleras de jinete incansable","","3","false","Mejora pa catalisar","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2024/09/11","22:03:23","1726081403-6","Beyond's Dark Visage","212417","item:212417::::::::80:269::3:7:6652:10877:10376:10354:10273:1498:10255:1:28:2462:::::","Mejora","2","MONK","Nerub-ar Palace-Normal","The Bloodbound Horror","14","2657","24","Inflammable Forging Goggles","","4","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/11","22:26:16","1726082776-20","Bludgeons of Blistering Wind","212398","item:212398::::::::80:269::3:5:6652:10354:10272:1501:10255:1:28:2462:::::","Mejora","2","MONK","Nerub-ar Palace-Normal","Rasha'nan","14","2657","24","Skypiercing Drillstaff","","4","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/11","22:53:39","1726084419-31","Void Reaper's Contract","212456","item:212456::::::::80:269::3:5:6652:10354:10271:1504:10255:1:28:2462:::::","Bis","2","MONK","Nerub-ar Palace-Normal","Nexus-Princess Ky'veza","14","2657","24","Quickwick Candlestick","Shadowed Essence","2","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/12","22:14:55","1726168495-3","Rebel's Drained Marrowslacks","212423","item:212423::::::::80:269::5:6:6652:10379:10355:10265:1511:10255:1:28:2462:::::","Bis","2","MONK","Nerub-ar Palace-Heroic","Unknown","15","2657","24","Seawalker's Pantaloons","","2","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/12","23:15:11","1726172111-20","Bludgeons of Blistering Wind","212398","item:212398::::::::80:269::5:5:43:10355:10264:1514:10255:1:28:2462:::::","Mejora","0","MONK","Nerub-ar Palace-Heroic","Rasha'nan","15","2657","24","Zephyrous Sail Carver","Bludgeons of Blistering Wind","4","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/15","22:59:42","1726430382-8","Spire of Transfused Horrors","212389","item:212389::::::::80:269::5:5:6652:10355:10263:1517:10255:1:28:2462:::::","Mejora","0","MONK","Nerub-ar Palace-Heroic","Broodtwister Ovi'nax","15","2657","26","Bludgeons of Blistering Wind","Zephyrous Sail Carver","4","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/18","22:38:46","1726688326-49","Thousand-Scar Impalers","212432","item:212432::::::::80:269::3:6:6652:10376:10354:10270:1507:10255:1:28:2462:::::","Mejora","1","MONK","Nerub-ar Palace-Normal","The Silken Court","14","2657","28","Treasure-Seeker's Grips","","4","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/18","22:47:40","1726688860-50","Voidspoken Sarong","212434","item:212434::::::::80:269::3:6:6652:10376:10354:10270:1507:10255:1:28:2462:::::","Autopass","0","MONK","Nerub-ar Palace-Normal","Queen Ansurek","14","2657","10","Gatecrasher's Kilt","","AUTOPASS","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/18","23:03:54","1726689834-63","Venom-Etched Claw","212409","item:212409::::::::80:269::5:5:6652:10355:10265:1511:10255:1:28:2462:::::","Pre-Bis","1","MONK","Nerub-ar Palace-Heroic","Ulgrax the Devourer","15","2657","28","Bludgeons of Blistering Wind","Zephyrous Sail Carver","3","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/18","23:32:43","1726691563-76","Chitin-Spiked Jackboots","212445","item:212445::::::::80:269::5:6:6652:10379:10355:10264:1514:10255:1:28:2462:::::","Bis","2","MONK","Nerub-ar Palace-Heroic","Sikran, Captain of the Sureki","15","2657","28","Myconic Waders","","2","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/19","00:00:31","1726693231-12","Void Reaper's Contract","212456","item:212456::::::::80:269::5:5:6652:10355:10263:1517:10255:1:28:2462:::::","Bis","1","MONK","Nerub-ar Palace-Heroic","Nexus-Princess Ky'veza","15","2657","28","Quickwick Candlestick","Void Reaper's Contract","2","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/25","22:34:07","1727292847-14","Flawless Phase Blade","212405","item:212405::::::::80:269::5:5:41:10355:10264:1514:10255:1:28:2462:::::","Offspec","1","MONK","Nerub-ar Palace-Heroic","Sikran, Captain of the Sureki","15","2657","27","Venom-Etched Claw","Bludgeons of Blistering Wind","5","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/09/26","22:29:22","1727378962-3","Venom-Etched Claw","212409","item:212409::::::::80:269::6:5:6652:10356:10260:1524:10255:1:28:2462:::::","Pre-Bis","3","MONK","Nerub-ar Palace-Mythic","Ulgrax the Devourer","16","2657","20","Everforged Longsword |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","Venom-Etched Claw","3","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/10/02","22:10:02","1727896202-3","Foul Behemoth's Chelicera","219915","item:219915::::::::80:269::5:5:6652:10355:10265:1511:10255:1:28:2462:::::","Offspec","0","MONK","Nerub-ar Palace-Heroic","Ulgrax the Devourer","15","2657","29","Imperfect Ascendancy Serum","Void Reaper's Contract","5","false","Bis de tank","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/10/02","22:20:39","1727896839-9","Key to the Unseeming","212447","item:212447::::::::80:269::5:7:6652:10395:10393:10355:10265:1511:10255:1:28:2462:::::","Bis","2","MONK","Nerub-ar Palace-Heroic","The Bloodbound Horror","15","2657","29","Fuzzy Molding Halo","Circle of Bone","2","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/10/02","22:45:00","1727898300-24","Behemoth's Eroded Cinch","225583","item:225583::::::::80:269::5:7:6652:10397:10379:10355:10264:1514:10255:1:28:2462:::::","Pre-Bis","2","MONK","Nerub-ar Palace-Heroic","Rasha'nan","15","2657","30","Sapgorger Belt","","3","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/10/03","22:55:27","1727985327-11","Rebel's Drained Marrowslacks","212423","item:212423::::::::80:269::6:6:6652:10380:10356:10260:1524:10255:1:28:2462:::::","Tier Set","1","MONK","Nerub-ar Palace-Mythic","Ulgrax the Devourer","16","2657","20","Gatecrasher's Kilt","","1","false","mejora ilvl","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/10/03","23:37:15","1727987835-19","Chitin-Spiked Jackboots","212445","item:212445::::::::80:269::6:6:6652:10380:10356:10259:1527:10255:1:28:2462:::::","Bis","2","MONK","Nerub-ar Palace-Mythic","Sikran, Captain of the Sureki","16","2657","20","Chitin-Spiked Jackboots","","2","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/10/09","22:17:58","1728501478-3","Undermoth-Lined Footpads","212431","item:212431::::::::80:269::6:6:6652:10380:10356:10260:1524:10255:1:28:2462:::::","Autopass","0","MONK","Nerub-ar Palace-Mythic","Ulgrax the Devourer","16","2657","20","Chitin-Spiked Jackboots","","AUTOPASS","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/10/09","23:01:51","1728504111-5","Pattern: Adrenal Surge Clasp","223097","item:223097::::::::80:269::6:::::::","Pass","0","MONK","Nerub-ar Palace-Mythic","Sikran, Captain of the Sureki","16","2657","20","","","PASS","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/10/30","21:57:06","1730318226-2","Devourer's Taut Innards","212425","item:212425::::::::80:268::6:7:6652:10877:10380:10356:10260:1524:10255:1:28:2462:::::","Mejora","0","MONK","Nerub-ar Palace-Mythic","Ulgrax the Devourer","16","2657","20","Behemoth's Eroded Cinch","","4","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/10/30","22:15:28","1730319328-8","Beyond's Dark Visage","212417","item:212417::::::::80:268::6:7:6652:10877:10380:10356:10260:1524:10255:1:28:2462:::::","Bis","2","MONK","Nerub-ar Palace-Mythic","The Bloodbound Horror","16","2657","20","Whispering Mask","","2","false","Bis de tank","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/11/06","23:19:44","1730927984-10","Devotee's Discarded Headdress","212440","item:212440::::::::80:269::70:7:6652:10877:10377:10270:11215:1507:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","MONK","Nerub-ar Palace-Mythic","Rasha'nan","16","2657","20","","","PL","false","","Liendresempa-Zul'jin","",""
"Liendresempa-Zul'jin","2024/11/14","23:26:41","1731619601-2","Broodtwister's Grim Catalyst","212387","item:212387::::::::80:269::6:5:6652:10356:10258:1530:10255:1:28:2462:::::","Offspec","0","MONK","Nerub-ar Palace-Mythic","Broodtwister Ovi'nax","16","2657","20","Everforged Longsword |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","5","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/11/20","22:21:40","1732134100-4","Husk of Swallowing Darkness","212386","item:212386::::::::80:268::6:5:6652:10356:10260:1524:10255:1:28:2462:::::","Autopass","0","MONK","Nerub-ar Palace-Mythic","Ulgrax the Devourer","16","2657","20","Everforged Longsword |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","AUTOPASS","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/11/21","22:59:07","1732222747-0","Void Reaper's Contract","212456","item:212456::::::::80:268::6:5:6652:10356:10258:1530:10255:1:28:2462:::::","Bis","0","MONK","Nerub-ar Palace-Mythic","Nexus-Princess Ky'veza","16","2657","20","Foul Behemoth's Chelicera","Void Reaper's Contract","2","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2024/11/21","23:51:01","1732225861-7","Assimilated Eggshell Slippers","225582","item:225582::::::::80:269::70:6:6652:10377:10270:11215:1507:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","MONK","Nerub-ar Palace-Mythic","Broodtwister Ovi'nax","16","2657","20","","","PL","false","","Liendresempa-Zul'jin","",""
"Liendresempa-Zul'jin","2024/12/18","23:46:00","1734558360-7","Sanguine Experiment's Bandages","225588","item:225588::::::::80:269::6:7:6652:10877:10380:10356:10258:1530:10255:1:28:2462:::::","Offspec","0","MONK","Nerub-ar Palace-Mythic","Broodtwister Ovi'nax","16","2657","20","Rune-Branded Armbands |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","5","false","tank","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2025/01/26","22:51:14","1737924674-0","Skeinspinner's Duplicitous Cuffs","225584","item:225584::::::::80:269::70:7:6652:10877:10377:10270:11215:1507:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","MONK","Nerub-ar Palace-Mythic","The Silken Court","16","2657","20","","","PL","false","","Liendresempa-Zul'jin","",""
"Liendresempa-Zul'jin","2025/01/27","23:06:18","1738011978-0","Reins of the Ascendant Skyrazor","224151","item:224151::::::::80:269::6::1:28:872:::::","Transmog","0","MONK","Nerub-ar Palace-Mythic","Queen Ansurek","16","2657","20","","","6","false","","Limonette-Sanguino","default",""
"Liendresempa-Zul'jin","2025/02/04","23:34:13","1738704853-6","Acrid Ascendant's Sash","225585","item:225585::::::::80:269::6:7:6652:10877:10380:10356:10257:1533:10255:1:28:2462:::::","Autopass","0","MONK","Nerub-ar Palace-Mythic","Queen Ansurek","16","2657","20","Behemoth's Eroded Cinch","","AUTOPASS","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2025/02/05","21:49:04","1738784944-5","Creeping Coagulum","219917","item:219917::::::::80:269::70:5:6652:10270:11215:1507:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","MONK","Nerub-ar Palace-Mythic","The Bloodbound Horror","16","2657","20","","","PL","false","","Liendresempa-Zul'jin","",""
"Liendresempa-Zul'jin","2025/02/11","23:16:17","1739308577-16","Throne Defender's Bangles","212415","item:212415::::::::80:262::6:7:6652:10876:10380:10356:10259:1527:10255:1:28:2462:::::","Autopass","0","MONK","Nerub-ar Palace-Mythic","Sikran, Captain of the Sureki","16","2657","20","Rune-Branded Armbands |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","AUTOPASS","false","","Elcoka-Sanguino","default",""
"Liendresempa-Zul'jin","2025/02/12","22:13:07","1739391187-11","Shattered Eye Cincture","212430","item:212430::::::::80:269::6:7:6652:10876:10380:10356:10260:1524:10255:1:28:2462:::::","Autopass","0","MONK","Nerub-ar Palace-Mythic","The Bloodbound Horror","16","2657","20","Behemoth's Eroded Cinch","","AUTOPASS","false","","Liendresempa-Zul'jin","default",""
"Liendresempa-Zul'jin","2025/02/12","22:38:12","1739392692-13","Anub'arash's Colossal Mandible","212407","item:212407::::::::80:269::70:5:6652:10270:11215:1507:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","MONK","Nerub-ar Palace-Mythic","The Silken Court","16","2657","20","","","PL","false","","Liendresempa-Zul'jin","",""
"Liendresempa-Zul'jin","2025/03/10","22:06:00","1741640817-0","Geargrinder's Spare Keys","230197","item:230197::::::::80:269::69:5:6652:11977:11215:1485:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","MONK","Liberation of Undermine-Heroic","Vexie and the Geargrinders","15","2769","26","","","PL","false","","Liendresempa-Zul'jin","",""
"Liendresempa-Zul'jin","2026/03/18","22:14:00","1773868539-16","Garra temible de Vaelgor","249321","item:249321::::::::90:73::3:4:6652:13577:13333:12787::::::","Catalyst","2","MONK","Aguja del Vacío-Normal","Vaelgor y Ezzorak","14","2912","25","Garras de rastreador verdeante","","3","false","","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/18","22:53:00","1773870840-25","Recuerdo presto de Arator","260423","item:260423::::::::90:73::3:3:6652:13333:12788:1:28:3608:::::","Mejora","3","MONK","Aguja del Vacío-Normal","Corona del cosmos","14","2912","26","Cortador de errante |A:Professions-ChatIcon-Quality-Tier5:17:15::1|a","Cuchilla de añublo de alma","4","false","","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/18","23:10:00","1773871861-32","Aguja de los despreciados por Aln","249278","item:249278::::::::90:73::3:3:6652:13333:12786::::::","Offspec","2","MONK","Falla Onírica-Normal","Chimaerus, El Dios Inconcebible","14","2939","26","Cortador de errante |A:Professions-ChatIcon-Quality-Tier5:17:15::1|a","Recuerdo presto de Arator","5","false","","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/18","23:57:00","1773874612-38","Pateaespinillas reclamadas por el Vacío","249334","item:249334::::::::90:73::5:4:6652:13577:13334:12793::::::","Mejora","1","MONK","Aguja del Vacío-Heroica","Imperador Averzian","15","2912","26","Argollas de tobillo de rastreador verdeante","","4","false","","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/19","22:38:00","1773956292-0","Voidwoven Unraveled Nullcore","249363","item:249363::::::::90:269::151:4:13346:13340:13333:11215:1:28:3606:::::","Loot Personal - no comerciable","0","MONK","Aguja del Vacío-Heroica","Rey caído Salhadaar","15","2912","28","","","PL","false","","Liendresempa-Zul'jin","","true"
"Liendresempa-Zul'jin","2026/03/19","23:11:00","1773958290-9","Flor de falla curada por Aln","249348","item:249348::::::::90:73::5:2:13334:13350::::::","Tier Set","1","MONK","Falla Onírica-Heroica","Chimaerus, El Dios Inconcebible","15","2939","28","Vestimentas de juicio de guerra","","1","false","t2 catalizando otra pieza","Shels-Sanguino","default","true"
"Liendresempa-Zul'jin","2026/03/19","23:11:00","1773958301-10","Cinturón de shul'ka marcado por el desprecio","249374","item:249374::::::::90:73::5:5:6652:12667:13577:13334:12794::::::","Bis","2","MONK","Falla Onírica-Heroica","Chimaerus, El Dios Inconcebible","15","2939","28","Cordón de defensor hara'ti","","2","false","","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/23","22:14:00","1774300500-0","Caricia de compañeros de nido","249287","item:249287::::::::90:73::5:3:6652:13334:12795::::::","Mejora","2","MONK","Aguja del Vacío-Heroica","Desconocido","15","2912","29","Recuerdo presto de Arator","Cortador de errante |A:Professions-ChatIcon-Quality-Tier5:17:15::1|a","4","false","","Elcoka-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/25","22:02:00","1774472617-0","Gaze of the Alnseer","249343","item:249343::::::::90:269::150:4:6652:13332:12778:11215:1:28:3607:::::","Loot Personal - no comerciable","0","MONK","Falla Onírica-Normal","Chimaerus, El Dios Inconcebible","14","2939","29","","","PL","false","","Liendresempa-Zul'jin","",""
"Liendresempa-Zul'jin","2026/03/25","22:31:00","1774474373-15","Peso del mando","249293","item:249293::::::::90:73::3:3:6652:13333:12785::::::","Offspec","1","MONK","Aguja del Vacío-Normal","Imperador Averzian","14","2912","29","Cortador de errante |A:Professions-ChatIcon-Quality-Tier5:17:15::1|a","Caricia de compañeros de nido","5","false","","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/25","22:56:00","1774475856-34","Ezzorak's Gloombind","249331","item:249331::::::::90:269::150:6:6652:12667:13577:13332:12779:11215:1:28:3607:::::","Loot Personal - no comerciable","0","MONK","Aguja del Vacío-Normal","Vaelgor y Ezzorak","14","2912","29","","","PL","false","","Liendresempa-Zul'jin","",""
"Liendresempa-Zul'jin","2026/03/25","22:58:00","1774476019-39","Garra temible de Vaelgor","249321","item:249321::::::::90:73::3:4:6652:13577:13333:12787::::::","Bis","1","MONK","Aguja del Vacío-Normal","Vaelgor y Ezzorak","14","2912","29","Guantes de embozo oscuro","","2","false","","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/26","00:06:00","1774479968-26","Aterraescama salpicada de penumbra","249339","item:249339::::::::90:73::5:3:6652:13334:12795::::::","Offspec","1","MONK","Aguja del Vacío-Heroica","Vaelgor y Ezzorak","15","2912","29","Caja de puzles de Algeth'ar","Crisol de energías erráticas","5","false","","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/26","22:42:00","1774561368-8","Nightblade's Pantaloons","249312","item:249312::::::::90:269::151:5:6652:13577:13333:12788:11215:1:28:3608:::::","Loot Personal - no comerciable","0","MONK","Aguja del Vacío-Heroica","Corona del cosmos","15","2912","29","","","PL","false","","Liendresempa-Zul'jin","",""
"Liendresempa-Zul'jin","2026/03/26","23:42:00","1774565023-20","Pateaespinillas reclamadas por el Vacío","249334","item:249334::::::::90:73::6:4:6652:13577:13335:12801::::::","Catalyst","1","MONK","Aguja del Vacío-Mítica","Imperador Averzian","16","2912","20","Revientatormentas de elegido de Ra den","","3","false","Bis catalizando","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/03/31","23:01:00","1774990840-3","Mirada del Alnvidente","249343","item:249343::::::::90:73::6:3:6652:13335:12802::::::","Bis","1","MONK","Falla Onírica-Mítica","Chimaerus, El Dios Inconcebible","16","2939","20","Caja de puzles de Algeth'ar","Crisol de energías erráticas","2","false","2,5%","Shels-Sanguino","default",""
"Liendresempa-Zul'jin","2026/04/07","23:48:00","1775598446-8","Bibelot del Vacío repiqueteante","249367","item:249367::::::::90:73::5:2:13351:13334::::::","Tier Set","2","MONK","Marcha a Quel'Danas-Heroica","L'ura","15","2913","26","Rostro temible de elegido de Ra den","Atuendo de batalla de elegido de Ra den","1","false","Mejora de normal","Shels-Sanguino","default",""
"Ræsvëlgr-Sanguino","2024/05/12","22:58:27","1715543907-15","Aerwynn's Ritual Sarong","207138","item:207138::::::::70:577::84:7:41:10873:7980:10330:10884:1540:8767::::::","Tier Set","0","EVOKER","Amirdrassil, the Dream's Hope-Heroic","Council of Dreams","15","2549","16","Trailblazer's Toughened Legguards |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","1","true","tiersito wapo","Mîssah-Zul'jin","default",""
"Kiyishaman-Sanguino","2024/10/02","22:10:09","1727896209-4","Final Meal's Horns","212428","item:212428::::::::80:269::5:7:6652:10877:10379:10355:10265:1511:10255:1:28:2462:::::","Mejora","0","SHAMAN","Nerub-ar Palace-Heroic","Ulgrax the Devourer","15","2657","29","Unmelting Ironworker Helmet","","4","false","","Liendresempa-Zul'jin","default",""
"Kiyishaman-Sanguino","2024/10/02","22:47:59","1727898479-27","Venerated Obscenity's Idol","225632","item:225632::::::::80:269::5:4:10369:10355:1514:10255::::::","Tier Set","0","SHAMAN","Nerub-ar Palace-Heroic","Rasha'nan","15","2657","30","Courier's Dragonriding Spaulders","","1","false","tier","Liendresempa-Zul'jin","default","true"
"Memedín-Zul'jin","2023/05/31","23:11:51","1685563911-13","Spittle-Resistant Sollerets","204396","item:204396::::::::70:102::5:7:6652:9226:9219:9409:9332:1485:8767::::::","Bis","0","PALADIN","Aberrus, the Shadowed Crucible-Heroic","Magmorax","15","2569","27","Pristine Magma Stompers","","2","false","","Codetuma-Zul'jin","default",""
"Memedín-Zul'jin","2023/06/07","22:31:05","1686166265-1","Plans: Shadowed Impact Buckler","205145","item:205145::::::::70:103::6:::::::","Mejora","0","PALADIN","Aberrus, the Shadowed Crucible-Mythic","Kazzara, the Hellforged","16","2569","20","","","4","true","soy herrero pero no tengo escudos","Alvîn-Zul'jin","default",""
"Memedín-Zul'jin","2023/06/14","22:39:58","1686771598-22","Entropic Convergence Loop","202572","item:202572::::::::70:258::5:6:9409:9330:6652:9414:1485:8767::::::","Bis","1","PALADIN","Aberrus, the Shadowed Crucible-Heroic","The Amalgamation Chamber","15","2569","26","Loop of Pulsing Veins","Ring of Frozen Rain","2","false","","Prômaniac-Zul'jin","default",""
"Memedín-Zul'jin","2023/06/21","22:24:01","1687375441-3","Screaming Black Dragonscale","202612","item:202612::::::::70:252::6:5:6652:9410:9382:1498:8767::::::","Bis","1","PALADIN","Aberrus, the Shadowed Crucible-Mythic","Kazzara, the Hellforged","16","2569","20","Broodkeeper's Promise","Rainsong","2","true","","Nîvla-Zul'jin","default",""
"Memedín-Zul'jin","2023/06/28","22:17:49","1687979869-6","Screaming Black Dragonscale","202612","item:202612::::::::70:102::5:5:6652:9409:9332:1485:8767::::::","Mejora","0","PALADIN","Aberrus, the Shadowed Crucible-Heroic","Kazzara, the Hellforged","15","2569","21","Broodkeeper's Promise","Rainsong","4","false","","Codetuma-Zul'jin","default",""
"Memedín-Zul'jin","2023/06/29","00:14:05","1687986845-36","Sarkareth's Abyssal Embrace","202599","item:202599::::::::70:102::5:7:6652:9226:9221:9409:9333:1485:8767:1:28:2645:::::","Transmog","0","PALADIN","Aberrus, the Shadowed Crucible-Heroic","Scalecommander Sarkareth","15","2569","13","Primal Molten Breastplate |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","6","false","","Codetuma-Zul'jin","default",""
"Memedín-Zul'jin","2023/07/05","22:24:28","1688585068-1","Dreadrift Stompers","202576","item:202576::::::::70:102::6:7:9410:9380:6652:9224:9219:1498:8767::::::","Mejora","2","PALADIN","Aberrus, the Shadowed Crucible-Mythic","Kazzara, the Hellforged","16","2569","20","Spittle-Resistant Sollerets","","4","false","para subir a 447","Codetuma-Zul'jin","default",""
"Memedín-Zul'jin","2023/07/19","23:11:23","1689797483-27","Scholar's Thinking Cudgel","202568","item:202568::::::::70:102::6:5:9410:9380:6652:1498:8767::::::","Transmog","0","PALADIN","Aberrus, the Shadowed Crucible-Mythic","The Amalgamation Chamber","16","2569","20","Obsidian Seared Hexsword |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","Primal Molten Defender |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","6","false","","Codetuma-Zul'jin","default",""
"Memedín-Zul'jin","2023/07/19","23:33:08","1689798788-32","Experiment 1, Kitewing","202571","item:202571::::::::70:102::6:5:6652:9410:9381:1498:8767::::::","Transmog","0","PALADIN","Aberrus, the Shadowed Crucible-Mythic","The Forgotten Experiments","16","2569","20","Primal Molten Defender |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","6","false","","Codetuma-Zul'jin","default",""
"Memedín-Zul'jin","2023/07/26","23:56:41","1690405001-4","Calamity's Herald","202558","item:202558::::::::70:252::5:5:6652:9409:9333:1485:8767::::::","Transmog","0","PALADIN","Aberrus, the Shadowed Crucible-Heroic","Echo of Neltharion","15","2569","18","Primal Molten Defender |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","6","true","","Nîvla-Zul'jin","default",""
"Memedín-Zul'jin","2023/07/27","22:56:23","1690487783-3","Spittle-Resistant Sollerets","204396","item:204396::::::::70:102::6:7:6652:9224:9219:9410:9382:1498:8767::::::","Mejora","0","PALADIN","Aberrus, the Shadowed Crucible-Mythic","Magmorax","16","2569","20","Dreadrift Stompers","","4","false","minuscula mejora de stats","Codetuma-Zul'jin","default",""
"Memedín-Zul'jin","2023/08/28","23:36:13","1693254973-12","Obsidian Guard's Chausses","202597","item:202597::::::::70:252::6:7:9410:9380:6652:9224:9221:1498:8767::::::","Transmog","1","PALADIN","Aberrus, the Shadowed Crucible-Mythic","Assault of the Zaqali","16","2569","20","Heartfire Sentinel's Faulds","","6","true","","Nîvla-Zul'jin","default",""
"Memedín-Zul'jin","2023/12/20","22:08:43","1703102923-0","Seared Ironwood Greaves","207153","item:207153::::::::70:577::5:6:40:9508:7980:9568:1498:8767::::::","Tier Set","1","PALADIN","Amirdrassil, the Dream's Hope-Heroic","Gnarlroot","15","2549","28","Zealous Pyreknight's Cuisses","","1","false","catalist","Lasttime-Uldum","default",""
"Memedín-Zul'jin","2023/12/20","22:09:16","1703102956-5","Branch of the Tormented Ancient","207169","item:207169::::::::70:577::5:5:6652:7980:9568:1498:8767::::::","Offspec","1","PALADIN","Amirdrassil, the Dream's Hope-Heroic","Gnarlroot","15","2549","28","Screaming Black Dragonscale","Ominous Chromatic Essence","5","false","","Lasttime-Uldum","default",""
"Memedín-Zul'jin","2023/12/20","22:15:46","1703103346-10","Igira's Flaying Hatchet","207787","item:207787::::::::70:577::5:5:6652:7980:9568:1498:8767::::::","Transmog","0","PALADIN","Amirdrassil, the Dream's Hope-Heroic","Igira the Cruel","15","2549","29","Conflux Caller's Baton","Primal Molten Defender |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","6","false","","Lasttime-Uldum","default",""
"Memedín-Zul'jin","2023/12/20","22:34:29","1703104469-20","Phlegethic Girdle","207149","item:207149::::::::70:577::5:7:6652:9600:9508:7980:9570:1504:8767::::::","Bis","0","PALADIN","Amirdrassil, the Dream's Hope-Heroic","Larodar, Keeper of the Flame","15","2549","29","Smoldering Chevalier's Greatbelt","","2","false","","Lasttime-Uldum","default",""
"Memedín-Zul'jin","2023/12/20","22:34:44","1703104484-22","Larodar's Moonblade","207790","item:207790::::::::70:577::5:5:6652:7980:9570:1504:8767::::::","Pre-Bis","1","PALADIN","Amirdrassil, the Dream's Hope-Heroic","Larodar, Keeper of the Flame","15","2549","29","Conflux Caller's Baton","Primal Molten Defender |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","3","false","","Lasttime-Uldum","default",""
